Sample,M0,M1,M3,Tau,Permeability,Energy,M1_Moose,M3_ana
1,0.8868327838040811,58.78082884050245,2263,1.1812124150265346,1.3942020287337397e-05,-1.3781299296477563e-05,63.816372093536,2263
2,0.8871781639431167,58.62045370894356,2257,1.1792194570114694,1.3912135650589474e-05,-1.3895881305029363e-05,63.624213861616,2257
3,0.8862665210179879,59.073725377084095,2274,1.1822532564770787,1e-16,1e-16,1e-16,2274
4,0.8860978469965984,59.16146951019084,2277,1.1822884054753848,1.3403814925382826e-05,-1.3302603928357895e-05,64.235432489271,2277
5,0.8866761579270765,58.9028705633588,2269,1.180137684330721,1.389021710017507e-05,-1.3834753541822714e-05,63.861906169722,2269
7,0.8866018610367027,58.92135532846311,2269,1.179452123097739,1.3742575655406095e-05,-1.33964132021241e-05,63.910684544334,2269
10,0.8863960385701263,59.01643755108264,2272,1.1815726200051346,1.3595581557299722e-05,-1.3485757859326317e-05,64.058400743436,2272
13,0.8864984477973984,58.94009325132681,2268,1.1803187238123893,1.3522995090600554e-05,-1.3453062511389473e-05,64.00756006943,2268
16,0.886455275280019,58.995001762874786,2272,1.1809513544159267,1.4159286121416066e-05,-1.4021328379119115e-05,63.995557155895,2272
19,0.8871078831008711,58.647308347803005,2258,1.179707461517859,1.3817286675770636e-05,-1.3721755219455955e-05,63.672337755347,2258
22,0.8864241509070244,58.9927245048768,2271,1.1796284429533275,1.3396197424087535e-05,-1.3397532995400554e-05,64.017142272405,2271
23,0.8862243525126405,59.07834248128947,2274,1.1809399367235032,1.3769355849217729e-05,-1.3664106368703601e-05,64.142356892662,2274
